"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A.Grand total","IDX_C"
"133951","Florida International University","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Master's degree","38","-2"
"133951","Florida International University","2020","First major","'51.3803'","Adult Health Nurse/Nursing","Master's degree","29","-2"
"133951","Florida International University","2020","First major","'51.3804'","Nurse Anesthetist","Master's degree","0","-2"
"133951","Florida International University","2020","First major","'51.3805'","Family Practice Nurse/Nursing","Master's degree","62","-2"
"133951","Florida International University","2020","First major","'51.3808'","Nursing Science","Doctor's degree - research/scholarship","2","-2"
"133951","Florida International University","2020","First major","'51.3809'","Pediatric Nurse/Nursing","Postbaccalaureate certificate","0","-2"
"133951","Florida International University","2020","First major","'51.3809'","Pediatric Nurse/Nursing","Master's degree","24","-2"
"133951","Florida International University","2020","First major","'51.3810'","Psychiatric/Mental Health Nurse/Nursing","Postbaccalaureate certificate","7","-2"
"133951","Florida International University","2020","First major","'51.3810'","Psychiatric/Mental Health Nurse/Nursing","Master's degree","27","-2"
"133951","Florida International University","2020","First major","'51.3818'","Nursing Practice","Doctor's degree - professional practice","59","-2"
"133951","Florida International University","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","385","-2"
"133951","Florida International University","2020","First major","'52.0201'","Business Administration and Management, General","Postbaccalaureate certificate","0","-2"
"133951","Florida International University","2020","First major","'52.0201'","Business Administration and Management, General","Master's degree","560","-2"
"133951","Florida International University","2020","First major","'52.0201'","Business Administration and Management, General","Doctor's degree - research/scholarship","10","-2"
"133951","Florida International University","2020","First major","'52.0203'","Logistics, Materials, and Supply Chain Management","Bachelor's degree","56","-2"
"133951","Florida International University","2020","First major","'52.0203'","Logistics, Materials, and Supply Chain Management","Master's degree","68","-2"
"133951","Florida International University","2020","First major","'52.0301'","Accounting","Bachelor's degree","242","-2"
"133951","Florida International University","2020","First major","'52.0301'","Accounting","Master's degree","107","-2"
"133951","Florida International University","2020","First major","'52.0399'","Accounting and Related Services, Other","Postbaccalaureate certificate","0","-2"
"133951","Florida International University","2020","First major","'52.0801'","Finance, General","Bachelor's degree","572","-2"
"133951","Florida International University","2020","First major","'52.0801'","Finance, General","Master's degree","80","-2"
"133951","Florida International University","2020","First major","'52.0901'","Hospitality Administration/Management, General","Bachelor's degree","641","-2"
"133951","Florida International University","2020","First major","'52.0901'","Hospitality Administration/Management, General","Postbaccalaureate certificate","0","-2"
"133951","Florida International University","2020","First major","'52.0901'","Hospitality Administration/Management, General","Master's degree","169","-2"
"133951","Florida International University","2020","First major","'52.0903'","Tourism and Travel Services Management","Bachelor's degree","0","-2"
"133951","Florida International University","2020","First major","'52.1001'","Human Resources Management/Personnel Administration, General","Bachelor's degree","113","-2"
"133951","Florida International University","2020","First major","'52.1001'","Human Resources Management/Personnel Administration, General","Master's degree","122","-2"
"133951","Florida International University","2020","First major","'52.1004'","Labor Studies","Postbaccalaureate certificate","22","-2"
"133951","Florida International University","2020","First major","'52.1101'","International Business/Trade/Commerce","Bachelor's degree","471","-2"
"133951","Florida International University","2020","First major","'52.1101'","International Business/Trade/Commerce","Master's degree","64","-2"
